InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,date,Total,recency,Frequency,Monetary,r_quantile,f_quantile,m_quantile,rfm_quantile,Segmentation,target
554787,21770,OPEN CLOSED METAL SIGN,3,5/26/2011 11:51,4.95,16356,United Kingdom,26/05/2011 11:51,14.85,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,82552,WASHROOM METAL SIGN,2,5/26/2011 11:51,1.45,16356,United Kingdom,26/05/2011 11:51,2.9,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,21905,MORE BUTTER METAL SIGN ,2,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,4.2,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,21908,CHOCOLATE THIS WAY METAL SIGN,2,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,4.2,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,21174,POTTERING IN THE SHED METAL SIGN,2,5/26/2011 11:51,2.08,16356,United Kingdom,26/05/2011 11:51,4.16,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,21165,BEWARE OF THE CAT METAL SIGN ,4,5/26/2011 11:51,1.69,16356,United Kingdom,26/05/2011 11:51,6.76,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,21172,PARTY METAL SIGN ,3,5/26/2011 11:51,1.45,16356,United Kingdom,26/05/2011 11:51,4.35,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,82567,"AIRLINE LOUNGE,METAL SIGN",2,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,4.2,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,85152,HAND OVER THE CHOCOLATE   SIGN ,3,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,6.3,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,82582,AREA PATROLLED METAL SIGN,4,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,8.4,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,82583,HOT BATHS METAL SIGN,7,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,14.7,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,82600,NO SINGING METAL SIGN,3,5/26/2011 11:51,2.1,16356,United Kingdom,26/05/2011 11:51,6.3,197,3,211.77,1,3,1,131,Lost Customer,Churn
554787,82551,LAUNDRY 15C METAL SIGN,3,5/26/2011 11:51,1.45,16356,United Kingdom,26/05/2011 11:51,4.35,197,3,211.77,1,3,1,131,Lost Customer,Churn
545896,21495,SKULLS AND CROSSBONES WRAP,25,03/07/2011 17:19,0.42,15869,United Kingdom,07/03/2011 17:19,10.5,276,2,149.64,1,2,1,121,Lost Customer,Churn
545896,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,03/07/2011 17:19,3.25,15869,United Kingdom,07/03/2011 17:19,3.25,276,2,149.64,1,2,1,121,Lost Customer,Churn
545896,21504,SKULLS GREETING CARD,84,03/07/2011 17:19,0.36,15869,United Kingdom,07/03/2011 17:19,30.24,276,2,149.64,1,2,1,121,Lost Customer,Churn
545896,21250,SET OF SKULL WALL STICKERS,4,03/07/2011 17:19,2.95,15869,United Kingdom,07/03/2011 17:19,11.8,276,2,149.64,1,2,1,121,Lost Customer,Churn
545896,22650,CERAMIC PIRATE CHEST MONEY BANK,4,03/07/2011 17:19,1.45,15869,United Kingdom,07/03/2011 17:19,5.8,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,03/07/2011 17:23,1.25,15869,United Kingdom,07/03/2011 17:23,7.5,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,22464,HANGING METAL HEART LANTERN,6,03/07/2011 17:23,1.65,15869,United Kingdom,07/03/2011 17:23,9.9,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,21324,HANGING MEDINA LANTERN SMALL,4,03/07/2011 17:23,2.95,15869,United Kingdom,07/03/2011 17:23,11.8,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,22178,VICTORIAN GLASS HANGING T-LIGHT,6,03/07/2011 17:23,1.25,15869,United Kingdom,07/03/2011 17:23,7.5,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,71459,HANGING JAM JAR T-LIGHT HOLDER,24,03/07/2011 17:23,0.85,15869,United Kingdom,07/03/2011 17:23,20.4,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,22784,LANTERN CREAM GAZEBO ,1,03/07/2011 17:23,4.95,15869,United Kingdom,07/03/2011 17:23,4.95,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,84760S,SMALL HANGING GLASS+ZINC LANTERN,1,03/07/2011 17:23,1.45,15869,United Kingdom,07/03/2011 17:23,1.45,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,22784,LANTERN CREAM GAZEBO ,2,03/07/2011 17:23,4.95,15869,United Kingdom,07/03/2011 17:23,9.9,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,84760S,SMALL HANGING GLASS+ZINC LANTERN,4,03/07/2011 17:23,1.45,15869,United Kingdom,07/03/2011 17:23,5.8,276,2,149.64,1,2,1,121,Lost Customer,Churn
545898,22224,WHITE LOVEBIRD LANTERN,3,03/07/2011 17:23,2.95,15869,United Kingdom,07/03/2011 17:23,8.85,276,2,149.64,1,2,1,121,Lost Customer,Churn
546846,84378,SET OF 3 HEART COOKIE CUTTERS,1,3/17/2011 12:47,1.25,13533,United Kingdom,17/03/2011 12:47,1.25,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,3/17/2011 12:47,1.25,13533,United Kingdom,17/03/2011 12:47,1.25,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,22966,GINGERBREAD MAN COOKIE CUTTER,1,3/17/2011 12:47,1.25,13533,United Kingdom,17/03/2011 12:47,1.25,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,22079,RIBBON REEL HEARTS DESIGN ,5,3/17/2011 12:47,1.65,13533,United Kingdom,17/03/2011 12:47,8.25,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1,3/17/2011 12:47,2.95,13533,United Kingdom,17/03/2011 12:47,2.95,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,3/17/2011 12:47,2.95,13533,United Kingdom,17/03/2011 12:47,2.95,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,21832,CHOCOLATE CALCULATOR,3,3/17/2011 12:47,1.65,13533,United Kingdom,17/03/2011 12:47,4.95,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,22197,SMALL POPCORN HOLDER,2,3/17/2011 12:47,0.85,13533,United Kingdom,17/03/2011 12:47,1.7,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,16046,TEATIME PEN CASE & PENS,2,3/17/2011 12:47,0.85,13533,United Kingdom,17/03/2011 12:47,1.7,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,16046,TEATIME PEN CASE & PENS,2,3/17/2011 12:47,0.85,13533,United Kingdom,17/03/2011 12:47,1.7,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,21888,BINGO SET,1,3/17/2011 12:47,3.75,13533,United Kingdom,17/03/2011 12:47,3.75,182,3,270.79,1,3,1,131,Lost Customer,Churn
546846,84466,TOP SECRET PEN SET,1,3/17/2011 12:47,1.25,13533,United Kingdom,17/03/2011 12:47,1.25,182,3,270.79,1,3,1,131,Lost Customer,Churn
536365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 08:26,2.55,17850,United Kingdom,01/12/2010 08:26,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536365,71053,WHITE METAL LANTERN,6,12/01/2010 08:26,3.39,17850,United Kingdom,01/12/2010 08:26,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536365,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 08:26,2.75,17850,United Kingdom,01/12/2010 08:26,22,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536365,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 08:26,3.39,17850,United Kingdom,01/12/2010 08:26,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536365,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/01/2010 08:26,3.39,17850,United Kingdom,01/12/2010 08:26,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536365,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 08:26,7.65,17850,United Kingdom,01/12/2010 08:26,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536365,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/01/2010 08:26,4.25,17850,United Kingdom,01/12/2010 08:26,25.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536366,22633,HAND WARMER UNION JACK,6,12/01/2010 08:28,1.85,17850,United Kingdom,01/12/2010 08:28,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536366,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 08:28,1.85,17850,United Kingdom,01/12/2010 08:28,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536372,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 09:01,1.85,17850,United Kingdom,01/12/2010 09:01,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536372,22633,HAND WARMER UNION JACK,6,12/01/2010 09:01,1.85,17850,United Kingdom,01/12/2010 09:01,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 09:02,2.55,17850,United Kingdom,01/12/2010 09:02,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,71053,WHITE METAL LANTERN,6,12/01/2010 09:02,3.39,17850,United Kingdom,01/12/2010 09:02,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 09:02,2.75,17850,United Kingdom,01/12/2010 09:02,22,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,20679,EDWARDIAN PARASOL RED,6,12/01/2010 09:02,4.95,17850,United Kingdom,01/12/2010 09:02,29.7,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,37370,RETRO COFFEE MUGS ASSORTED,6,12/01/2010 09:02,1.06,17850,United Kingdom,01/12/2010 09:02,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,21871,SAVE THE PLANET MUG,6,12/01/2010 09:02,1.06,17850,United Kingdom,01/12/2010 09:02,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/01/2010 09:02,1.06,17850,United Kingdom,01/12/2010 09:02,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/01/2010 09:02,1.06,17850,United Kingdom,01/12/2010 09:02,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/01/2010 09:02,4.95,17850,United Kingdom,01/12/2010 09:02,9.9,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/01/2010 09:02,6.95,17850,United Kingdom,01/12/2010 09:02,27.8,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/01/2010 09:02,2.1,17850,United Kingdom,01/12/2010 09:02,12.6,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/01/2010 09:02,2.55,17850,United Kingdom,01/12/2010 09:02,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 09:02,3.39,17850,United Kingdom,01/12/2010 09:02,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/01/2010 09:02,3.39,17850,United Kingdom,01/12/2010 09:02,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 09:02,7.65,17850,United Kingdom,01/12/2010 09:02,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536373,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/01/2010 09:02,4.25,17850,United Kingdom,01/12/2010 09:02,25.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 09:32,2.55,17850,United Kingdom,01/12/2010 09:32,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,71053,WHITE METAL LANTERN,6,12/01/2010 09:32,3.39,17850,United Kingdom,01/12/2010 09:32,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 09:32,2.75,17850,United Kingdom,01/12/2010 09:32,22,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,20679,EDWARDIAN PARASOL RED,6,12/01/2010 09:32,4.95,17850,United Kingdom,01/12/2010 09:32,29.7,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,37370,RETRO COFFEE MUGS ASSORTED,6,12/01/2010 09:32,1.06,17850,United Kingdom,01/12/2010 09:32,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,21871,SAVE THE PLANET MUG,6,12/01/2010 09:32,1.06,17850,United Kingdom,01/12/2010 09:32,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/01/2010 09:32,1.06,17850,United Kingdom,01/12/2010 09:32,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/01/2010 09:32,1.06,17850,United Kingdom,01/12/2010 09:32,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/01/2010 09:32,4.95,17850,United Kingdom,01/12/2010 09:32,9.9,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/01/2010 09:32,6.95,17850,United Kingdom,01/12/2010 09:32,27.8,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/01/2010 09:32,2.1,17850,United Kingdom,01/12/2010 09:32,12.6,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/01/2010 09:32,2.55,17850,United Kingdom,01/12/2010 09:32,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 09:32,3.39,17850,United Kingdom,01/12/2010 09:32,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/01/2010 09:32,3.39,17850,United Kingdom,01/12/2010 09:32,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 09:32,7.65,17850,United Kingdom,01/12/2010 09:32,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536375,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/01/2010 09:32,4.25,17850,United Kingdom,01/12/2010 09:32,25.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536377,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 09:34,1.85,17850,United Kingdom,01/12/2010 09:34,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536377,22633,HAND WARMER UNION JACK,6,12/01/2010 09:34,1.85,17850,United Kingdom,01/12/2010 09:34,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/01/2010 10:51,2.55,17850,United Kingdom,01/12/2010 10:51,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,71053,WHITE METAL LANTERN,6,12/01/2010 10:51,3.39,17850,United Kingdom,01/12/2010 10:51,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 10:51,2.75,17850,United Kingdom,01/12/2010 10:51,22,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,15056BL,EDWARDIAN PARASOL BLACK,6,12/01/2010 10:51,4.95,17850,United Kingdom,01/12/2010 10:51,29.7,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,20679,EDWARDIAN PARASOL RED,6,12/01/2010 10:51,4.95,17850,United Kingdom,01/12/2010 10:51,29.7,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,37370,RETRO COFFEE MUGS ASSORTED,6,12/01/2010 10:51,1.06,17850,United Kingdom,01/12/2010 10:51,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,21871,SAVE THE PLANET MUG,6,12/01/2010 10:51,1.06,17850,United Kingdom,01/12/2010 10:51,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/01/2010 10:51,1.06,17850,United Kingdom,01/12/2010 10:51,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/01/2010 10:51,1.06,17850,United Kingdom,01/12/2010 10:51,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/01/2010 10:51,4.95,17850,United Kingdom,01/12/2010 10:51,9.9,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/01/2010 10:51,6.95,17850,United Kingdom,01/12/2010 10:51,27.8,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/01/2010 10:51,2.1,17850,United Kingdom,01/12/2010 10:51,12.6,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,82494L,WOODEN FRAME ANTIQUE WHITE ,12,12/01/2010 10:51,2.55,17850,United Kingdom,01/12/2010 10:51,30.6,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 10:51,3.39,17850,United Kingdom,01/12/2010 10:51,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/01/2010 10:51,3.39,17850,United Kingdom,01/12/2010 10:51,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 10:51,7.65,17850,United Kingdom,01/12/2010 10:51,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,22803,IVORY EMBROIDERED QUILT ,2,12/01/2010 10:51,35.75,17850,United Kingdom,01/12/2010 10:51,71.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536396,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/01/2010 10:51,4.25,17850,United Kingdom,01/12/2010 10:51,25.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536399,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 10:52,1.85,17850,United Kingdom,01/12/2010 10:52,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536399,22633,HAND WARMER UNION JACK,6,12/01/2010 10:52,1.85,17850,United Kingdom,01/12/2010 10:52,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,12/01/2010 11:33,2.55,17850,United Kingdom,01/12/2010 11:33,20.4,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,71053,WHITE METAL LANTERN,8,12/01/2010 11:33,3.39,17850,United Kingdom,01/12/2010 11:33,27.12,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,84406B,CREAM CUPID HEARTS COAT HANGER,8,12/01/2010 11:33,2.75,17850,United Kingdom,01/12/2010 11:33,22,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,20679,EDWARDIAN PARASOL RED,6,12/01/2010 11:33,4.95,17850,United Kingdom,01/12/2010 11:33,29.7,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,37370,RETRO COFFEE MUGS ASSORTED,6,12/01/2010 11:33,1.06,17850,United Kingdom,01/12/2010 11:33,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,21871,SAVE THE PLANET MUG,6,12/01/2010 11:33,1.06,17850,United Kingdom,01/12/2010 11:33,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/01/2010 11:33,1.06,17850,United Kingdom,01/12/2010 11:33,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,21068,VINTAGE BILLBOARD LOVE/HATE MUG,6,12/01/2010 11:33,1.06,17850,United Kingdom,01/12/2010 11:33,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,12/01/2010 11:33,4.95,17850,United Kingdom,01/12/2010 11:33,19.8,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/01/2010 11:33,6.95,17850,United Kingdom,01/12/2010 11:33,27.8,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/01/2010 11:33,2.1,17850,United Kingdom,01/12/2010 11:33,12.6,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/01/2010 11:33,2.55,17850,United Kingdom,01/12/2010 11:33,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/01/2010 11:33,3.39,17850,United Kingdom,01/12/2010 11:33,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/01/2010 11:33,3.39,17850,United Kingdom,01/12/2010 11:33,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,22752,SET 7 BABUSHKA NESTING BOXES,2,12/01/2010 11:33,7.65,17850,United Kingdom,01/12/2010 11:33,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,22803,IVORY EMBROIDERED QUILT ,2,12/01/2010 11:33,35.75,17850,United Kingdom,01/12/2010 11:33,71.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536406,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/01/2010 11:33,4.25,17850,United Kingdom,01/12/2010 11:33,25.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536407,22632,HAND WARMER RED POLKA DOT,6,12/01/2010 11:34,1.85,17850,United Kingdom,01/12/2010 11:34,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536407,22633,HAND WARMER UNION JACK,6,12/01/2010 11:34,1.85,17850,United Kingdom,01/12/2010 11:34,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/02/2010 08:32,2.55,17850,United Kingdom,02/12/2010 08:32,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,71053,WHITE METAL LANTERN,6,12/02/2010 08:32,3.39,17850,United Kingdom,02/12/2010 08:32,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,12/02/2010 08:32,4.95,17850,United Kingdom,02/12/2010 08:32,19.8,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,12/02/2010 08:32,6.95,17850,United Kingdom,02/12/2010 08:32,13.9,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/02/2010 08:32,2.1,17850,United Kingdom,02/12/2010 08:32,12.6,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12/02/2010 08:32,2.55,17850,United Kingdom,02/12/2010 08:32,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,12/02/2010 08:32,1.65,17850,United Kingdom,02/12/2010 08:32,9.9,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,12/02/2010 08:32,3.39,17850,United Kingdom,02/12/2010 08:32,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,12/02/2010 08:32,3.39,17850,United Kingdom,02/12/2010 08:32,20.34,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,22752,SET 7 BABUSHKA NESTING BOXES,2,12/02/2010 08:32,7.65,17850,United Kingdom,02/12/2010 08:32,15.3,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,22803,IVORY EMBROIDERED QUILT ,2,12/02/2010 08:32,35.75,17850,United Kingdom,02/12/2010 08:32,71.5,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536600,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,12/02/2010 08:32,4.25,17850,United Kingdom,02/12/2010 08:32,17,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536601,22632,HAND WARMER RED POLKA DOT,6,12/02/2010 08:33,1.85,17850,United Kingdom,02/12/2010 08:33,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536601,22633,HAND WARMER UNION JACK,6,12/02/2010 08:33,1.85,17850,United Kingdom,02/12/2010 08:33,11.1,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536602,37370,RETRO COFFEE MUGS ASSORTED,6,12/02/2010 08:34,1.06,17850,United Kingdom,02/12/2010 08:34,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536602,21871,SAVE THE PLANET MUG,6,12/02/2010 08:34,1.06,17850,United Kingdom,02/12/2010 08:34,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
536602,21071,VINTAGE BILLBOARD DRINK ME MUG,6,12/02/2010 08:34,1.06,17850,United Kingdom,02/12/2010 08:34,6.36,371,34,5391.21,1,4,4,144,Loyal Customer,Non Churn
